"Últ Atualização","Região Covid","Município","Cód IBGE","Município","Leitos","Pacientes","Taxa Ocupação","Confirmados","Suspeitos"
"16/06/2020 14:06","Caxias Do Sul - R23 R24 R25 R26","Bom Jesus","6011926","Hospital De Bom Jesus","0","0","-","0","0"
"16/06/2020 14:06","Palmeira Das Missoes - R15 R20","Três Passos","2228726","Hospital Caridade Tres Passos","10","6","60%","1","0"
"16/06/2020 14:16","Palmeira Das Missoes - R15 R20","Tenente Portela","5384117","Hospital Santo Antonio Tenente Portela","15","5","33.3%","2","1"
"16/06/2020 14:18","Uruguaiana - R03","Santana Do Livramento","2248220","Santa Casa De Misericordia","10","9","90%","0","1"
"16/06/2020 14:19","Passo Fundo - R17 R18 R19","Passo Fundo","2246996","Hospital Municipal Passo Fundo","0","0","-","0","0"
"16/06/2020 14:19","Caxias Do Sul - R23 R24 R25 R26","Carlos Barbosa","2241137","Hospital Sao Roque","0","0","-","0","0"
"16/06/2020 14:19","Caxias Do Sul - R23 R24 R25 R26","Bento Gonçalves","2241021","Hospital Tacchini","37","33","89.2%","8","7"
"16/06/2020 14:23","Ijui - R13","Ajuricaba","2265885","Hospital Ajuricaba","0","0","-","0","0"
"16/06/2020 14:29","Uruguaiana - R03","Santana Do Livramento","5395194","Prontomed Cti Centro De Tratamento Intensivo Ltda","6","5","83.3%","0","0"
"16/06/2020 14:31","Cruz Alta - R12","Ibirubá","5395674","Hospital Annes Dias","0","0","-","0","0"
"16/06/2020 14:34","Santa Maria - R01 R02","Santa Maria","2244306","Husm Hospital Universitario De Santa Maria","24","19","79.2%","4","0"
"16/06/2020 14:35","Cachoeira Do Sul - R27","Sobradinho","2234408","Hospital Dr Homero Menezes","0","0","-","0","0"
"16/06/2020 14:39","Bage - R22","Aceguá","2262010","Hospital Da Colonia Nova","0","0","-","0","0"
"16/06/2020 14:40","Canoas - R08","Sapucaia Do Sul","2232162","Fundacao Hospitalar De Sapucaia Do Sul","17","12","70.6%","6","1"
"16/06/2020 14:42","Pelotas - R21","Pelotas","2252341","Hospital Miguel Piltcher","6","2","33.3%","0","0"
"16/06/2020 14:44","Lajeado - R29 R30","Cruzeiro Do Sul","2252074","Hospital Sao Gabriel Arcanjo","0","0","-","0","0"
"16/06/2020 14:46","Novo Hamburgo - R07","Portão","2232170","Hospital De Portao","0","0","-","0","0"
"16/06/2020 14:50","Palmeira Das Missoes - R15 R20","Trindade Do Sul","2235366","Sociedade Cultural E Beneficente Santa Rosa De Lima","0","0","-","0","0"
"16/06/2020 14:53","Pelotas - R21","Jaguarão","2233401","Santa Casa De Caridade Jaguarao","0","0","-","0","0"
"16/06/2020 14:53","Palmeira Das Missoes - R15 R20","Sarandi","2235404","Hospital Comunitario Sarandi","0","0","-","0","0"
"16/06/2020 15:01","Ijui - R13","Humaitá","2265893","Hospital Adesco","0","0","-","0","0"
"16/06/2020 15:24","Passo Fundo - R17 R18 R19","David Canabarro","2246937","Hospital Sao Jose David Canabarro","0","0","-","0","0"
"16/06/2020 15:26","Santo Angelo - R11","Roque Gonzales","2259974","Hospital Santo Antonio Roque Gonzales","0","0","-","0","0"
"16/06/2020 15:34","Cruz Alta - R12","Cruz Alta","2263823","Hospital Santa Lucia Ltda","12","4","33.3%","0","0"
"16/06/2020 15:35","Santa Cruz Do Sul - R28","Rio Pardo","2792974","Hospital Regional Do Vale Do Rio Pardo","0","0","-","0","0"
"16/06/2020 15:54","Palmeira Das Missoes - R15 R20","Frederico Westphalen","2228602","Hospital Divina Providencia Fredwest","10","3","30%","0","0"
"16/06/2020 16:02","Porto Alegre - R09 R10","Porto Alegre","2262568","Hospital Sao Lucas Da Pucrs","59","48","81.4%","1","3"
"16/06/2020 16:02","Pelotas - R21","São Lourenço Do Sul","2233371","Centro De Saude Sao Joao Da Reserva","0","0","-","0","0"
"16/06/2020 16:05","Passo Fundo - R17 R18 R19","Passo Fundo","3141330","Hospital De Prontoclinicas Ltda","9","4","44.4%","0","0"
"16/06/2020 16:08","Lajeado - R29 R30","Marques De Souza","2252007","Hospital Marques De Souza","0","0","-","0","0"
"16/06/2020 16:09","Cruz Alta - R12","Cruz Alta","2263858","Hospital De Caridade Sao Vicente De Paulo","20","13","65%","3","2"
"16/06/2020 16:15","Porto Alegre - R09 R10","Porto Alegre","2237253","Irmandade Da Santa Casa De Misericordia De Porto Alegre","87","69","79.3%","7","1"
"16/06/2020 16:16","Lajeado - R29 R30","Ilópolis","2252139","Hospital Beneficente Leonilda Brunet","0","0","-","0","0"
"16/06/2020 16:20","Santa Cruz Do Sul - R28","Sinimbu","2236346","Hospital Sinimbu","0","0","-","0","0"
"16/06/2020 16:25","Porto Alegre - R09 R10","Porto Alegre","2265052","Hospital Femina","4","6","150%","0","0"
"16/06/2020 16:26","Porto Alegre - R09 R10","Butiá","2265958","Hospital De Butia","0","0","-","0","0"
"16/06/2020 16:30","Erechim - R16","Gaurama","2249545","Hospital Santa Isabel","0","0","-","0","0"
"16/06/2020 16:31","Passo Fundo - R17 R18 R19","Arvorezinha","2252163","Hospital Beneficente Sao Joao Arvorezinha","0","0","-","0","0"
"16/06/2020 16:34","Canoas - R08","Canoas","3626245","Hospital Pronto Socorro De Canoas Dep Nelson Marchezan","10","7","70%","0","0"
"16/06/2020 16:36","Porto Alegre - R09 R10","Porto Alegre","5026253","Hospital Porto Alegre","7","7","100%","1","0"
"16/06/2020 16:36","Porto Alegre - R09 R10","São Jerônimo","6424236","Hcsj Hospital De Caridade Sao Jeronimo","0","1","-","0","0"
"16/06/2020 16:37","Lajeado - R29 R30","Dois Lajeados","2241013","Hospital De Caridade Sao Roque","0","0","-","0","0"
"16/06/2020 16:37","Passo Fundo - R17 R18 R19","São José Do Ouro","2246791","Hospital Sao Jose","0","0","-","0","0"
"16/06/2020 16:37","Palmeira Das Missoes - R15 R20","Ronda Alta","2235412","Hospital Dos Trabalhadores Atra","0","0","-","0","0"
"16/06/2020 16:41","Uruguaiana - R03","Uruguaiana","2248190","Hospital Santa Casa De Uruguaiana","8","8","100%","0","0"
"16/06/2020 16:42","Palmeira Das Missoes - R15 R20","Caiçara","2228548","Hospital S Roque Caicara","0","0","-","0","0"
"16/06/2020 16:42","Lajeado - R29 R30","Lajeado","2252287","Hospital Bruno Born","30","19","63.3%","4","0"
"16/06/2020 16:45","Porto Alegre - R09 R10","Porto Alegre","2693801","Associacao Hospitalar Vila Nova","20","17","85%","0","1"
"16/06/2020 16:49","Porto Alegre - R09 R10","Porto Alegre","2265060","Hospital Cristo Redentor","47","28","59.6%","0","0"
"16/06/2020 16:51","Passo Fundo - R17 R18 R19","Paim Filho","2247046","Hospital Santa Terezinha Paim Filho","0","0","-","0","0"
"16/06/2020 16:55","Porto Alegre - R09 R10","Porto Alegre","2237571","Hospital Nossa Senhora Da Conceicao Sa","69","59","85.5%","17","5"
"16/06/2020 17:01","Santo Angelo - R11","Santo Ângelo","2259907","Hospital Santo Angelo","19","10","52.6%","4","1"
"16/06/2020 17:01","Porto Alegre - R09 R10","Porto Alegre","7513151","Hospital Restinga E Extremo Sul","10","10","100%","0","0"
"16/06/2020 17:02","Caxias Do Sul - R23 R24 R25 R26","Antônio Prado","2241072","Hospital Sao Jose","0","0","-","0","0"
"16/06/2020 17:04","Pelotas - R21","Pelotas","2252295","Sociedade Portuguesa De Beneficencia","20","18","90%","0","0"
"16/06/2020 17:11","Palmeira Das Missoes - R15 R20","Iraí","2228653","Hospital N S Auxiliadora Irai","0","0","-","0","0"
"16/06/2020 17:11","Passo Fundo - R17 R18 R19","Tapejara","2246740","Hospital Santo Antonio","0","0","-","0","0"
"16/06/2020 17:13","Santa Maria - R01 R02","Santa Maria","5922216","Hospital Casa De Saude","0","0","-","0","0"
"16/06/2020 17:19","Passo Fundo - R17 R18 R19","Casca","2246872","Hospital Santa Lucia Casca","0","0","-","0","0"
"16/06/2020 17:20","Palmeira Das Missoes - R15 R20","Alpestre","2228564","Hospital Nossa Senhora","0","0","-","0","0"
"16/06/2020 17:38","Passo Fundo - R17 R18 R19","Espumoso","2246813","Hospital Notre Dame Sao Sebastiao","0","0","-","0","0"
"16/06/2020 17:50","Capao Da Canoa - R04 R05","Mostardas","2224615","Hospital Sao Luiz","0","0","-","0","0"
"16/06/2020 17:52","Santo Angelo - R11","São Luiz Gonzaga","2259893","Hospital Sao Luiz Gonzaga","0","0","-","0","0"
"16/06/2020 17:53","Pelotas - R21","Pelotas","2253046","Ucpel Hospital Universitario Sao Francisco De Paula","20","18","90%","0","0"
"16/06/2020 17:58","Novo Hamburgo - R07","Estância Velha","2707632","Hospital Municipal Getulio Vargas","0","0","-","0","0"
"16/06/2020 18:17","Porto Alegre - R09 R10","Porto Alegre","2237261","Hospital Beneficencia Portuguesa","10","0","0%","0","0"
"16/06/2020 18:18","Santa Cruz Do Sul - R28","Candelária","2236362","Hospital Candelaria","0","0","-","0","0"
"16/06/2020 18:19","Palmeira Das Missoes - R15 R20","Rodeio Bonito","2228734","Hospital Sao Jose Rodeio Bonito","0","0","-","0","0"
"16/06/2020 18:21","Porto Alegre - R09 R10","Alvorada","2232081","Hospital Alvorada","0","0","-","0","0"
"16/06/2020 18:23","Santa Maria - R01 R02","São Vicente Do Sul","2244136","Hospital De Sao Vicente Do Sul","0","0","-","0","0"
"16/06/2020 18:24","Palmeira Das Missoes - R15 R20","Palmitinho","2228580","Hospital Santa Terezinha Palmitinho","0","0","-","0","0"
"16/06/2020 18:29","Novo Hamburgo - R07","Novo Hamburgo","3213943","Hospital Unimed","7","7","100%","1","0"
"16/06/2020 18:36","Caxias Do Sul - R23 R24 R25 R26","Canela","2235609","Hospital De Canela","0","0","-","0","0"
"16/06/2020 18:42","Santa Maria - R01 R02","São Sepé","2244322","Hospital Santo Antonio","0","0","-","0","0"
"16/06/2020 18:42","Passo Fundo - R17 R18 R19","Carazinho","2262274","Hospital Comunitario De Carazinho","7","7","100%","0","1"
"16/06/2020 18:44","Cruz Alta - R12","Saldanha Marinho","2263874","Hospital Municipal Saldanha Marinho","0","0","-","0","0"
"16/06/2020 18:52","Santo Angelo - R11","São Borja","2248298","Hospital Infantil","10","5","50%","0","1"
"16/06/2020 18:55","Pelotas - R21","Pelotas","7701942","Complexo De Saude Unimed Pelotas Rs","0","0","-","0","0"
"16/06/2020 19:01","Santa Maria - R01 R02","Júlio De Castilhos","2244098","Hospital Bernardina Salles De Barros","0","0","-","0","0"
