"Últ Atualização","Região Covid","Município","Cód IBGE","Município","Leitos","Pacientes","Taxa Ocupação","Confirmados","Suspeitos"
"25/06/2020 13:58","Passo Fundo - R17 R18 R19","Não-me-toque","2246902","Hospital Notre Dame Julia Billiart","0","0","-","0","0"
"25/06/2020 14:01","Pelotas - R21","Rio Grande","2232995","Santa Casa Do Rio Grande","29","27","93.1%","7","2"
"25/06/2020 14:07","Bage - R22","Aceguá","2262010","Hospital Da Colonia Nova","0","0","-","0","0"
"25/06/2020 14:07","Palmeira Das Missoes - R15 R20","Seberi","2228610","Hospital Pio Xii Seberi","0","0","-","0","0"
"25/06/2020 14:13","Santa Maria - R01 R02","São Pedro Do Sul","2244314","Hospital Municipal De Sao Pedro Do Sul","0","0","-","0","0"
"25/06/2020 14:13","Caxias Do Sul - R23 R24 R25 R26","Bom Jesus","6011926","Hospital De Bom Jesus","0","0","-","0","0"
"25/06/2020 14:14","Porto Alegre - R09 R10","Cachoeirinha","2232103","Hospital Padre Jeremias","0","0","-","0","0"
"25/06/2020 14:18","Caxias Do Sul - R23 R24 R25 R26","Caxias Do Sul","2223538","Hospital Geral","20","16","80%","1","5"
"25/06/2020 14:20","Palmeira Das Missoes - R15 R20","Tenente Portela","5384117","Hospital Santo Antonio Tenente Portela","15","5","33.3%","0","4"
"25/06/2020 14:20","Taquara - R06","Parobé","2227762","Hospital Sao Francisco De Assis","0","0","-","0","0"
"25/06/2020 14:23","Ijui - R13","Humaitá","2265893","Hospital Adesco","0","0","-","0","0"
"25/06/2020 14:27","Lajeado - R29 R30","Dois Lajeados","2241013","Hospital De Caridade Sao Roque","0","0","-","0","0"
"25/06/2020 14:32","Santa Cruz Do Sul - R28","Rio Pardo","2792974","Hospital Regional Do Vale Do Rio Pardo","0","0","-","0","0"
"25/06/2020 14:44","Caxias Do Sul - R23 R24 R25 R26","Nova Petrópolis","2241102","Hospital Nova Petropolis","0","0","-","0","0"
"25/06/2020 14:47","Canoas - R08","São Sebastião Do Caí","2227908","Hospital Sagrada Familia","5","2","40%","2","0"
"25/06/2020 14:50","Pelotas - R21","Pelotas","2253046","Ucpel Hospital Universitario Sao Francisco De Paula","20","15","75%","0","0"
"25/06/2020 14:51","Cachoeira Do Sul - R27","Sobradinho","6560830","Fundacao Dr Homero Lima Menezes","0","0","-","0","0"
"25/06/2020 14:55","Caxias Do Sul - R23 R24 R25 R26","Veranópolis","2707977","Hospital Comunitario Sao Peregrino Lazziozi","0","0","-","0","0"
"25/06/2020 14:56","Santo Angelo - R11","Roque Gonzales","2259974","Hospital Santo Antonio Roque Gonzales","0","0","-","0","0"
"25/06/2020 14:59","Erechim - R16","Campinas Do Sul","2249529","Hospital Municipal De Campinas Do Sul","0","0","-","0","0"
"25/06/2020 15:01","Porto Alegre - R09 R10","Porto Alegre","2237571","Hospital Nossa Senhora Da Conceicao Sa","75","54","72%","25","0"
"25/06/2020 15:08","Lajeado - R29 R30","Sério","2252066","Hospital Sao Jose Serio","0","0","-","0","0"
"25/06/2020 15:12","Taquara - R06","Taquara","2227932","Hospital Bom Jesus","10","7","70%","0","1"
"25/06/2020 15:13","Passo Fundo - R17 R18 R19","Passo Fundo","3141330","Hospital De Prontoclinicas Ltda","9","9","100%","2","0"
"25/06/2020 15:26","Porto Alegre - R09 R10","Alvorada","2232081","Hospital Alvorada","0","0","-","0","0"
"25/06/2020 15:31","Lajeado - R29 R30","Bom Retiro Do Sul","2252023","Hospital De Caridade Santana Bom Retiro Do Sul","0","0","-","0","0"
"25/06/2020 15:32","Uruguaiana - R03","Santana Do Livramento","5395194","Prontomed Cti Centro De Tratamento Intensivo Ltda","6","3","50%","0","1"
"25/06/2020 15:42","Palmeira Das Missoes - R15 R20","Ronda Alta","2235412","Hospital Dos Trabalhadores Atra","0","0","-","0","0"
"25/06/2020 15:44","Erechim - R16","Marcelino Ramos","2249618","Associacao Hospitalar Marcelinense","0","0","-","0","0"
"25/06/2020 15:44","Santa Maria - R01 R02","Restinga Seca","2244233","Hospital De Caridade Sao Francisco","0","0","-","0","0"
"25/06/2020 15:50","Santo Angelo - R11","Porto Xavier","2259982","Hospital De Porto Xavier","0","0","-","0","0"
"25/06/2020 15:50","Pelotas - R21","Pelotas","2252341","Hospital Miguel Piltcher","6","1","16.7%","0","0"
"25/06/2020 16:12","Porto Alegre - R09 R10","Charqueadas","9528792","Hospital De Charqueadas","0","0","-","0","0"
"25/06/2020 16:12","Pelotas - R21","Pelotas","2252295","Sociedade Portuguesa De Beneficencia","20","19","95%","0","1"
"25/06/2020 16:13","Porto Alegre - R09 R10","Porto Alegre","7513151","Hospital Restinga E Extremo Sul","10","10","100%","0","0"
"25/06/2020 16:25","Palmeira Das Missoes - R15 R20","Constantina","3378691","Hospital Da Comunidade Ahcros Constantina","0","0","-","0","0"
"25/06/2020 16:32","Uruguaiana - R03","Alegrete","2248328","Santa Casa De Alegrete","18","8","44.4%","1","2"
"25/06/2020 16:34","Passo Fundo - R17 R18 R19","Arvorezinha","2252163","Hospital Beneficente Sao Joao Arvorezinha","0","0","-","0","0"
"25/06/2020 16:36","Porto Alegre - R09 R10","Butiá","2265958","Hospital De Butia","0","0","-","0","0"
"25/06/2020 16:39","Uruguaiana - R03","Rosário Do Sul","2248239","Hospital Auxiliadora","8","7","87.5%","0","0"
"25/06/2020 16:46","Santa Maria - R01 R02","Nova Palma","2244128","Hospital Nossa Senhora Da Piedade","0","0","-","0","0"
"25/06/2020 16:46","Novo Hamburgo - R07","Novo Hamburgo","2232057","Hospital Regina Novo Hamburgo","17","12","70.6%","2","3"
"25/06/2020 16:51","Santa Maria - R01 R02","Santa Maria","2244276","Hospital De Caridade Astrogildo De Azevedo","47","25","53.2%","7","3"
"25/06/2020 16:53","Lajeado - R29 R30","Lajeado","2252287","Hospital Bruno Born","30","21","70%","3","4"
"25/06/2020 16:55","Passo Fundo - R17 R18 R19","Passo Fundo","2246996","Hospital Municipal Passo Fundo","0","0","-","0","0"
"25/06/2020 16:55","Lajeado - R29 R30","Ilópolis","2252139","Hospital Beneficente Leonilda Brunet","0","0","-","0","0"
"25/06/2020 17:01","Novo Hamburgo - R07","Estância Velha","2707632","Hospital Municipal Getulio Vargas","0","0","-","0","0"
"25/06/2020 17:09","Palmeira Das Missoes - R15 R20","Alpestre","2228564","Hospital Nossa Senhora","0","0","-","0","0"
"25/06/2020 17:09","Canoas - R08","Montenegro","2227959","Hospital Unimed Vale Do Cai","8","6","75%","2","1"
"25/06/2020 17:14","Passo Fundo - R17 R18 R19","Espumoso","2246813","Hospital Notre Dame Sao Sebastiao","5","0","0%","0","0"
"25/06/2020 17:19","Porto Alegre - R09 R10","São Jerônimo","6424236","Hcsj Hospital De Caridade Sao Jeronimo","0","0","-","0","0"
"25/06/2020 17:19","Caxias Do Sul - R23 R24 R25 R26","Guaporé","2793237","Associacao Hospitalar Manoel Francisco Guerreiro","0","0","-","0","0"
"25/06/2020 17:20","Palmeira Das Missoes - R15 R20","Iraí","2228653","Hospital N S Auxiliadora Irai","0","0","-","0","0"
"25/06/2020 17:24","Palmeira Das Missoes - R15 R20","Palmitinho","2228580","Hospital Santa Terezinha Palmitinho","0","0","-","0","0"
"25/06/2020 17:32","Cruz Alta - R12","Tupanciretã","2244225","Hospital De Caridade Brasilina Terra","0","0","-","0","0"
"25/06/2020 17:34","Caxias Do Sul - R23 R24 R25 R26","Bom Princípio","2241129","Hospital Sao Pedro Canisio","0","0","-","0","0"
"25/06/2020 17:35","Lajeado - R29 R30","Taquari","9563873","Hospital Sao Jose","10","0","0%","0","0"
"25/06/2020 17:36","Novo Hamburgo - R07","Novo Hamburgo","3213943","Hospital Unimed","10","6","60%","3","1"
"25/06/2020 17:44","Canoas - R08","Canoas","3626245","Hospital Pronto Socorro De Canoas Dep Nelson Marchezan","20","16","80%","0","0"
"25/06/2020 17:49","Santo Angelo - R11","Santo Ângelo","2259907","Hospital Santo Angelo","19","12","63.2%","4","2"
"25/06/2020 17:51","Uruguaiana - R03","Santana Do Livramento","2248220","Santa Casa De Misericordia","10","8","80%","0","0"
"25/06/2020 17:52","Palmeira Das Missoes - R15 R20","Rodeio Bonito","2228734","Hospital Sao Jose Rodeio Bonito","0","0","-","0","0"
"25/06/2020 17:53","Palmeira Das Missoes - R15 R20","Caiçara","2228548","Hospital S Roque Caicara","0","0","-","0","0"
"25/06/2020 17:54","Passo Fundo - R17 R18 R19","David Canabarro","2246937","Hospital Sao Jose David Canabarro","0","0","-","0","0"
"25/06/2020 17:57","Cruz Alta - R12","Santa Bárbara Do Sul","2263890","Hospital Santa Barbara Beneficente","0","0","-","0","0"
"25/06/2020 18:00","Passo Fundo - R17 R18 R19","Maximiliano De Almeida","2247038","Hospital Sao Jose Maximiliano De Almeida","0","0","-","0","0"
"25/06/2020 18:01","Pelotas - R21","Pinheiro Machado","2233320","Hospital Pinheiro Machado","0","0","-","0","0"
"25/06/2020 18:04","Santa Maria - R01 R02","Santa Maria","5922216","Hospital Casa De Saude","0","0","-","0","0"
"25/06/2020 18:05","Cruz Alta - R12","Saldanha Marinho","2263874","Hospital Municipal Saldanha Marinho","0","0","-","0","0"
"25/06/2020 18:11","Passo Fundo - R17 R18 R19","Tapejara","2246740","Hospital Santo Antonio","0","0","-","0","0"
"25/06/2020 18:17","Porto Alegre - R09 R10","Dom Feliciano","6953689","Asdomf","0","0","-","0","0"
"25/06/2020 18:25","Santa Maria - R01 R02","São Sepé","2244322","Hospital Santo Antonio","0","0","-","0","0"
"25/06/2020 18:31","Lajeado - R29 R30","Estrela","2252260","Hospital Estrela","20","14","70%","5","0"
"25/06/2020 18:39","Pelotas - R21","Canguçu","2232928","Hospital De Caridade De Cangucu","0","0","-","0","0"
"25/06/2020 18:40","Santa Cruz Do Sul - R28","Sinimbu","2236346","Hospital Sinimbu","0","0","-","0","0"
"25/06/2020 18:45","Porto Alegre - R09 R10","Porto Alegre","2237261","Hospital Beneficencia Portuguesa","10","0","0%","0","0"
"25/06/2020 18:48","Santa Maria - R01 R02","Júlio De Castilhos","2244098","Hospital Bernardina Salles De Barros","0","0","-","0","0"
"25/06/2020 18:51","Passo Fundo - R17 R18 R19","Soledade","2246961","Hospital Frei Clemente Soledade","6","4","66.7%","1","1"
"25/06/2020 18:54","Passo Fundo - R17 R18 R19","Casca","2246872","Hospital Santa Lucia Casca","0","0","-","0","0"
