cnes,codigo_ibge,municipio,regiao_covid,codigo_regiao_covid,latitude,longitude,data_atualizacao,leitos_total,leitos_internacoes,leitos_covid,lotacao,leitos_disponiveis,semana_epidemiologica,hospital
2252023,4302402,Bom Retiro Do Sul,LAJEADO - R29 R30,20,-29.6021587,-51.9432629,2020-05-15,0,0,0,NA,0,20,Hospital De Caridade Santana Bom Retiro Do Sul
2252023,4302402,Bom Retiro Do Sul,LAJEADO - R29 R30,20,-29.6021587,-51.9432629,2020-05-16,0,0,0,NA,0,20,Hospital De Caridade Santana Bom Retiro Do Sul
2252023,4302402,Bom Retiro Do Sul,LAJEADO - R29 R30,20,-29.6021587,-51.9432629,2020-05-17,0,0,0,NA,0,21,Hospital De Caridade Santana Bom Retiro Do Sul
2252023,4302402,Bom Retiro Do Sul,LAJEADO - R29 R30,20,-29.6021587,-51.9432629,2020-05-18,0,0,0,NA,0,21,Hospital De Caridade Santana Bom Retiro Do Sul
2252023,4302402,Bom Retiro Do Sul,LAJEADO - R29 R30,20,-29.6021587,-51.9432629,2020-05-19,0,0,0,NA,0,21,Hospital De Caridade Santana Bom Retiro Do Sul
2252023,4302402,Bom Retiro Do Sul,LAJEADO - R29 R30,20,-29.6021587,-51.9432629,2020-05-20,0,0,0,NA,0,21,Hospital De Caridade Santana Bom Retiro Do Sul
2252023,4302402,Bom Retiro Do Sul,LAJEADO - R29 R30,20,-29.6021587,-51.9432629,2020-05-21,0,0,0,NA,0,21,Hospital De Caridade Santana Bom Retiro Do Sul
2252023,4302402,Bom Retiro Do Sul,LAJEADO - R29 R30,20,-29.6021587,-51.9432629,2020-05-22,0,0,0,NA,0,21,Hospital De Caridade Santana Bom Retiro Do Sul
2252023,4302402,Bom Retiro Do Sul,LAJEADO - R29 R30,20,-29.6021587,-51.9432629,2020-05-23,0,0,0,NA,0,21,Hospital De Caridade Santana Bom Retiro Do Sul
2252023,4302402,Bom Retiro Do Sul,LAJEADO - R29 R30,20,-29.6021587,-51.9432629,2020-05-24,0,0,0,NA,0,22,Hospital De Caridade Santana Bom Retiro Do Sul
2252023,4302402,Bom Retiro Do Sul,LAJEADO - R29 R30,20,-29.6021587,-51.9432629,2020-05-25,0,0,0,NA,0,22,Hospital De Caridade Santana Bom Retiro Do Sul
2252023,4302402,Bom Retiro Do Sul,LAJEADO - R29 R30,20,-29.6021587,-51.9432629,2020-05-26,0,0,0,NA,0,22,Hospital De Caridade Santana Bom Retiro Do Sul
2252023,4302402,Bom Retiro Do Sul,LAJEADO - R29 R30,20,-29.6021587,-51.9432629,2020-05-27,0,0,0,NA,0,22,Hospital De Caridade Santana Bom Retiro Do Sul
2252023,4302402,Bom Retiro Do Sul,LAJEADO - R29 R30,20,-29.6021587,-51.9432629,2020-05-28,0,0,0,NA,0,22,Hospital De Caridade Santana Bom Retiro Do Sul
2252023,4302402,Bom Retiro Do Sul,LAJEADO - R29 R30,20,-29.6021587,-51.9432629,2020-05-29,0,0,0,NA,0,22,Hospital De Caridade Santana Bom Retiro Do Sul
2252023,4302402,Bom Retiro Do Sul,LAJEADO - R29 R30,20,-29.6021587,-51.9432629,2020-05-30,0,0,0,NA,0,22,Hospital De Caridade Santana Bom Retiro Do Sul
2252023,4302402,Bom Retiro Do Sul,LAJEADO - R29 R30,20,-29.6021587,-51.9432629,2020-05-31,0,0,0,NA,0,23,Hospital De Caridade Santana Bom Retiro Do Sul
2252023,4302402,Bom Retiro Do Sul,LAJEADO - R29 R30,20,-29.6021587,-51.9432629,2020-06-01,0,0,0,NA,0,23,Hospital De Caridade Santana Bom Retiro Do Sul
2252023,4302402,Bom Retiro Do Sul,LAJEADO - R29 R30,20,-29.6021587,-51.9432629,2020-06-02,0,0,0,NA,0,23,Hospital De Caridade Santana Bom Retiro Do Sul
2252023,4302402,Bom Retiro Do Sul,LAJEADO - R29 R30,20,-29.6021587,-51.9432629,2020-06-03,0,0,0,NA,0,23,Hospital De Caridade Santana Bom Retiro Do Sul
2252023,4302402,Bom Retiro Do Sul,LAJEADO - R29 R30,20,-29.6021587,-51.9432629,2020-06-04,0,0,0,NA,0,23,Hospital De Caridade Santana Bom Retiro Do Sul
2252023,4302402,Bom Retiro Do Sul,LAJEADO - R29 R30,20,-29.6021587,-51.9432629,2020-06-05,0,0,0,NA,0,23,Hospital De Caridade Santana Bom Retiro Do Sul
2252023,4302402,Bom Retiro Do Sul,LAJEADO - R29 R30,20,-29.6021587,-51.9432629,2020-06-06,0,0,0,NA,0,23,Hospital De Caridade Santana Bom Retiro Do Sul
2252023,4302402,Bom Retiro Do Sul,LAJEADO - R29 R30,20,-29.6021587,-51.9432629,2020-06-07,0,0,0,NA,0,24,Hospital De Caridade Santana Bom Retiro Do Sul
2252023,4302402,Bom Retiro Do Sul,LAJEADO - R29 R30,20,-29.6021587,-51.9432629,2020-06-08,0,0,0,NA,0,24,Hospital De Caridade Santana Bom Retiro Do Sul
2252023,4302402,Bom Retiro Do Sul,LAJEADO - R29 R30,20,-29.6021587,-51.9432629,2020-06-09,0,0,0,NA,0,24,Hospital De Caridade Santana Bom Retiro Do Sul
2252023,4302402,Bom Retiro Do Sul,LAJEADO - R29 R30,20,-29.6021587,-51.9432629,2020-06-10,0,0,0,NA,0,24,Hospital De Caridade Santana Bom Retiro Do Sul
2252023,4302402,Bom Retiro Do Sul,LAJEADO - R29 R30,20,-29.6021587,-51.9432629,2020-06-11,0,0,0,NA,0,24,Hospital De Caridade Santana Bom Retiro Do Sul
2252023,4302402,Bom Retiro Do Sul,LAJEADO - R29 R30,20,-29.6021587,-51.9432629,2020-06-12,0,0,0,NA,0,24,Hospital De Caridade Santana Bom Retiro Do Sul
2252023,4302402,Bom Retiro Do Sul,LAJEADO - R29 R30,20,-29.6021587,-51.9432629,2020-06-13,0,0,0,NA,0,24,Hospital De Caridade Santana Bom Retiro Do Sul
2252023,4302402,Bom Retiro Do Sul,LAJEADO - R29 R30,20,-29.6021587,-51.9432629,2020-06-14,0,0,0,NA,0,25,Hospital De Caridade Santana Bom Retiro Do Sul
2252023,4302402,Bom Retiro Do Sul,LAJEADO - R29 R30,20,-29.6021587,-51.9432629,2020-06-15,0,0,0,NA,0,25,Hospital De Caridade Santana Bom Retiro Do Sul
2252023,4302402,Bom Retiro Do Sul,LAJEADO - R29 R30,20,-29.6021587,-51.9432629,2020-06-16,0,0,0,NA,0,25,Hospital De Caridade Santana Bom Retiro Do Sul
2252023,4302402,Bom Retiro Do Sul,LAJEADO - R29 R30,20,-29.6021587,-51.9432629,2020-06-17,0,0,0,NA,0,25,Hospital De Caridade Santana Bom Retiro Do Sul
2252023,4302402,Bom Retiro Do Sul,LAJEADO - R29 R30,20,-29.6021587,-51.9432629,2020-06-18,0,0,0,NA,0,25,Hospital De Caridade Santana Bom Retiro Do Sul
2252023,4302402,Bom Retiro Do Sul,LAJEADO - R29 R30,20,-29.6021587,-51.9432629,2020-06-19,0,0,0,NA,0,25,Hospital De Caridade Santana Bom Retiro Do Sul
2252023,4302402,Bom Retiro Do Sul,LAJEADO - R29 R30,20,-29.6021587,-51.9432629,2020-06-20,0,0,0,NA,0,25,Hospital De Caridade Santana Bom Retiro Do Sul
2252023,4302402,Bom Retiro Do Sul,LAJEADO - R29 R30,20,-29.6021587,-51.9432629,2020-06-21,0,0,0,NA,0,26,Hospital De Caridade Santana Bom Retiro Do Sul
2252023,4302402,Bom Retiro Do Sul,LAJEADO - R29 R30,20,-29.6021587,-51.9432629,2020-06-23,0,0,0,NA,0,26,Hospital De Caridade Santana Bom Retiro Do Sul
2252023,4302402,Bom Retiro Do Sul,LAJEADO - R29 R30,20,-29.6021587,-51.9432629,2020-06-24,0,0,0,NA,0,26,Hospital De Caridade Santana Bom Retiro Do Sul
2252023,4302402,Bom Retiro Do Sul,LAJEADO - R29 R30,20,-29.6021587,-51.9432629,2020-06-25,0,0,0,NA,0,26,Hospital De Caridade Santana Bom Retiro Do Sul
2252023,4302402,Bom Retiro Do Sul,LAJEADO - R29 R30,20,-29.6021587,-51.9432629,2020-06-26,0,0,0,NA,0,26,Hospital De Caridade Santana Bom Retiro Do Sul
2252023,4302402,Bom Retiro Do Sul,LAJEADO - R29 R30,20,-29.6021587,-51.9432629,2020-06-27,0,0,0,NA,0,26,Hospital De Caridade Santana Bom Retiro Do Sul
2252023,4302402,Bom Retiro Do Sul,LAJEADO - R29 R30,20,-29.6021587,-51.9432629,2020-06-28,0,0,0,NA,0,27,Hospital De Caridade Santana Bom Retiro Do Sul
2252023,4302402,Bom Retiro Do Sul,LAJEADO - R29 R30,20,-29.6021587,-51.9432629,2020-06-29,0,0,0,NA,0,27,Hospital De Caridade Santana Bom Retiro Do Sul
2252023,4302402,Bom Retiro Do Sul,LAJEADO - R29 R30,20,-29.6021587,-51.9432629,2020-06-30,0,0,0,NA,0,27,Hospital De Caridade Santana Bom Retiro Do Sul
2252023,4302402,Bom Retiro Do Sul,LAJEADO - R29 R30,20,-29.6021587,-51.9432629,2020-07-01,0,0,0,NA,0,27,Hospital De Caridade Santana Bom Retiro Do Sul
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-04-28,10,7,0,0.7,3,18,Hospital Caridade Tres Passos
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-04-29,10,7,0,0.7,3,18,Hospital Caridade Tres Passos
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-04-30,10,7,0,0.7,3,18,Hospital Caridade Tres Passos
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-05-01,10,6,0,0.6,4,18,Hospital Caridade Tres Passos
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-05-02,10,7,0,0.7,3,18,Hospital Caridade Tres Passos
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-05-03,10,6,0,0.6,4,19,Hospital Caridade Tres Passos
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-05-04,10,6,0,0.6,4,19,Hospital Caridade Tres Passos
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-05-05,10,7,0,0.7,3,19,Hospital Caridade Tres Passos
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-05-06,10,10,0,1,0,19,Hospital Caridade Tres Passos
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-05-07,10,9,0,0.9,1,19,Hospital Caridade Tres Passos
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-05-08,10,9,0,0.9,1,19,Hospital Caridade Tres Passos
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-05-09,10,9,0,0.9,1,19,Hospital Caridade Tres Passos
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-05-10,10,9,0,0.9,1,20,Hospital Caridade Tres Passos
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-05-11,10,7,0,0.7,3,20,Hospital Caridade Tres Passos
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-05-12,10,7,0,0.7,3,20,Hospital Caridade Tres Passos
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-05-13,10,9,0,0.9,1,20,Hospital Caridade Tres Passos
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-05-14,10,8,0,0.8,2,20,Hospital Caridade Tres Passos
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-05-15,10,7,0,0.7,3,20,Hospital Caridade Tres Passos
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-05-16,10,7,0,0.7,3,20,Hospital Caridade Tres Passos
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-05-17,10,6,0,0.6,4,21,Hospital Caridade Tres Passos
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-05-18,10,8,0,0.8,2,21,Hospital Caridade Tres Passos
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-05-19,10,7,0,0.7,3,21,Hospital Caridade Tres Passos
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-05-20,10,8,0,0.8,2,21,Hospital Caridade Tres Passos
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-05-21,10,8,0,0.8,2,21,Hospital Caridade Tres Passos
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-05-22,10,10,0,1,0,21,Hospital Caridade Tres Passos
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-05-23,10,9,0,0.9,1,21,Hospital Caridade Tres Passos
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-05-24,10,8,0,0.8,2,22,Hospital Caridade Tres Passos
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-05-25,10,8,0,0.8,2,22,Hospital Caridade Tres Passos
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-05-26,10,8,0,0.8,2,22,Hospital Caridade Tres Passos
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-05-27,10,9,0,0.9,1,22,Hospital Caridade Tres Passos
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-05-28,10,10,0,1,0,22,Hospital Caridade Tres Passos
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-05-29,10,8,0,0.8,2,22,Hospital Caridade Tres Passos
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-05-30,10,8,0,0.8,2,22,Hospital Caridade Tres Passos
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-05-31,10,9,0,0.9,1,23,Hospital Caridade Tres Passos
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-06-01,10,10,0,1,0,23,Hospital Caridade Tres Passos
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-06-02,10,10,0,1,0,23,Hospital Caridade Tres Passos
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-06-03,10,8,0,0.8,2,23,Hospital Caridade Tres Passos
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-06-04,10,10,0,1,0,23,Hospital Caridade Tres Passos
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-06-05,10,10,0,1,0,23,Hospital Caridade Tres Passos
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-06-06,10,8,0,0.8,2,23,Hospital Caridade Tres Passos
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-06-07,10,8,0,0.8,2,24,Hospital Caridade Tres Passos
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-06-08,10,9,0,0.9,1,24,Hospital Caridade Tres Passos
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-06-09,10,10,1,1,0,24,Hospital Caridade Tres Passos
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-06-10,10,0,1,0,10,24,Hospital Caridade Tres Passos
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-06-11,10,8,1,0.8,2,24,Hospital Caridade Tres Passos
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-06-12,10,6,1,0.6,4,24,Hospital Caridade Tres Passos
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-06-13,10,6,1,0.6,4,24,Hospital Caridade Tres Passos
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-06-14,10,5,1,0.5,5,25,Hospital Caridade Tres Passos
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-06-15,10,8,1,0.8,2,25,Hospital Caridade Tres Passos
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-06-16,10,6,1,0.6,4,25,Hospital Caridade Tres Passos
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-06-17,10,4,1,0.4,6,25,Hospital Caridade Tres Passos
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-06-18,10,4,1,0.4,6,25,Hospital Caridade Tres Passos
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-06-19,10,5,1,0.5,5,25,Hospital Caridade Tres Passos
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-06-20,10,6,1,0.6,4,25,Hospital Caridade Tres Passos
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-06-21,10,6,1,0.6,4,26,Hospital Caridade Tres Passos
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-06-23,10,4,1,0.4,6,26,Hospital Caridade Tres Passos
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-06-24,10,6,0,0.6,4,26,Hospital Caridade Tres Passos
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-06-25,10,4,0,0.4,6,26,Hospital Caridade Tres Passos
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-06-26,10,5,1,0.5,5,26,Hospital Caridade Tres Passos
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-06-27,10,5,1,0.5,5,26,Hospital Caridade Tres Passos
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-06-28,10,5,1,0.5,5,27,Hospital Caridade Tres Passos
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-06-29,10,5,1,0.5,5,27,Hospital Caridade Tres Passos
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-06-30,10,4,2,0.4,6,27,Hospital Caridade Tres Passos
2228726,4321907,Três Passos,PALMEIRA DAS MISSOES - R15 R20,12,-27.4509561,-53.9364403,2020-07-01,10,4,2,0.4,6,27,Hospital Caridade Tres Passos
2252066,4320453,Sério,LAJEADO - R29 R30,20,-29.3847921,-52.254972,2020-04-28,0,0,0,NA,0,18,Hospital Sao Jose Serio
2252066,4320453,Sério,LAJEADO - R29 R30,20,-29.3847921,-52.254972,2020-04-29,0,0,0,NA,0,18,Hospital Sao Jose Serio
2252066,4320453,Sério,LAJEADO - R29 R30,20,-29.3847921,-52.254972,2020-04-30,0,0,0,NA,0,18,Hospital Sao Jose Serio
2252066,4320453,Sério,LAJEADO - R29 R30,20,-29.3847921,-52.254972,2020-05-01,0,0,0,NA,0,18,Hospital Sao Jose Serio
2252066,4320453,Sério,LAJEADO - R29 R30,20,-29.3847921,-52.254972,2020-05-02,0,0,0,NA,0,18,Hospital Sao Jose Serio
2252066,4320453,Sério,LAJEADO - R29 R30,20,-29.3847921,-52.254972,2020-05-03,0,0,0,NA,0,19,Hospital Sao Jose Serio
2252066,4320453,Sério,LAJEADO - R29 R30,20,-29.3847921,-52.254972,2020-05-04,0,0,0,NA,0,19,Hospital Sao Jose Serio
2252066,4320453,Sério,LAJEADO - R29 R30,20,-29.3847921,-52.254972,2020-05-05,0,0,0,NA,0,19,Hospital Sao Jose Serio
2252066,4320453,Sério,LAJEADO - R29 R30,20,-29.3847921,-52.254972,2020-05-06,0,0,0,NA,0,19,Hospital Sao Jose Serio
2252066,4320453,Sério,LAJEADO - R29 R30,20,-29.3847921,-52.254972,2020-05-07,0,0,0,NA,0,19,Hospital Sao Jose Serio
2252066,4320453,Sério,LAJEADO - R29 R30,20,-29.3847921,-52.254972,2020-05-08,0,0,0,NA,0,19,Hospital Sao Jose Serio
2252066,4320453,Sério,LAJEADO - R29 R30,20,-29.3847921,-52.254972,2020-05-09,0,0,0,NA,0,19,Hospital Sao Jose Serio
2252066,4320453,Sério,LAJEADO - R29 R30,20,-29.3847921,-52.254972,2020-05-10,0,0,0,NA,0,20,Hospital Sao Jose Serio
2252066,4320453,Sério,LAJEADO - R29 R30,20,-29.3847921,-52.254972,2020-05-11,0,0,0,NA,0,20,Hospital Sao Jose Serio
2252066,4320453,Sério,LAJEADO - R29 R30,20,-29.3847921,-52.254972,2020-05-12,0,0,0,NA,0,20,Hospital Sao Jose Serio
2252066,4320453,Sério,LAJEADO - R29 R30,20,-29.3847921,-52.254972,2020-05-13,0,0,0,NA,0,20,Hospital Sao Jose Serio
2252066,4320453,Sério,LAJEADO - R29 R30,20,-29.3847921,-52.254972,2020-05-14,0,0,0,NA,0,20,Hospital Sao Jose Serio
2252066,4320453,Sério,LAJEADO - R29 R30,20,-29.3847921,-52.254972,2020-05-15,0,0,0,NA,0,20,Hospital Sao Jose Serio
2252066,4320453,Sério,LAJEADO - R29 R30,20,-29.3847921,-52.254972,2020-05-16,0,0,0,NA,0,20,Hospital Sao Jose Serio
2252066,4320453,Sério,LAJEADO - R29 R30,20,-29.3847921,-52.254972,2020-05-17,0,0,0,NA,0,21,Hospital Sao Jose Serio
2252066,4320453,Sério,LAJEADO - R29 R30,20,-29.3847921,-52.254972,2020-05-18,0,0,0,NA,0,21,Hospital Sao Jose Serio
2252066,4320453,Sério,LAJEADO - R29 R30,20,-29.3847921,-52.254972,2020-05-19,0,0,0,NA,0,21,Hospital Sao Jose Serio
2252066,4320453,Sério,LAJEADO - R29 R30,20,-29.3847921,-52.254972,2020-05-20,0,0,0,NA,0,21,Hospital Sao Jose Serio
2252066,4320453,Sério,LAJEADO - R29 R30,20,-29.3847921,-52.254972,2020-05-21,0,0,0,NA,0,21,Hospital Sao Jose Serio
2252066,4320453,Sério,LAJEADO - R29 R30,20,-29.3847921,-52.254972,2020-05-22,0,0,0,NA,0,21,Hospital Sao Jose Serio
2252066,4320453,Sério,LAJEADO - R29 R30,20,-29.3847921,-52.254972,2020-05-23,0,0,0,NA,0,21,Hospital Sao Jose Serio
2252066,4320453,Sério,LAJEADO - R29 R30,20,-29.3847921,-52.254972,2020-05-24,0,0,0,NA,0,22,Hospital Sao Jose Serio
2252066,4320453,Sério,LAJEADO - R29 R30,20,-29.3847921,-52.254972,2020-05-25,0,0,0,NA,0,22,Hospital Sao Jose Serio
2252066,4320453,Sério,LAJEADO - R29 R30,20,-29.3847921,-52.254972,2020-05-26,0,0,0,NA,0,22,Hospital Sao Jose Serio
2252066,4320453,Sério,LAJEADO - R29 R30,20,-29.3847921,-52.254972,2020-05-27,0,0,0,NA,0,22,Hospital Sao Jose Serio
2252066,4320453,Sério,LAJEADO - R29 R30,20,-29.3847921,-52.254972,2020-05-28,0,0,0,NA,0,22,Hospital Sao Jose Serio
2252066,4320453,Sério,LAJEADO - R29 R30,20,-29.3847921,-52.254972,2020-05-29,0,0,0,NA,0,22,Hospital Sao Jose Serio
2252066,4320453,Sério,LAJEADO - R29 R30,20,-29.3847921,-52.254972,2020-05-30,0,0,0,NA,0,22,Hospital Sao Jose Serio
2252066,4320453,Sério,LAJEADO - R29 R30,20,-29.3847921,-52.254972,2020-05-31,0,0,0,NA,0,23,Hospital Sao Jose Serio
2252066,4320453,Sério,LAJEADO - R29 R30,20,-29.3847921,-52.254972,2020-06-01,0,0,0,NA,0,23,Hospital Sao Jose Serio
2252066,4320453,Sério,LAJEADO - R29 R30,20,-29.3847921,-52.254972,2020-06-02,0,0,0,NA,0,23,Hospital Sao Jose Serio
2252066,4320453,Sério,LAJEADO - R29 R30,20,-29.3847921,-52.254972,2020-06-03,0,0,0,NA,0,23,Hospital Sao Jose Serio
2252066,4320453,Sério,LAJEADO - R29 R30,20,-29.3847921,-52.254972,2020-06-04,0,0,0,NA,0,23,Hospital Sao Jose Serio
2252066,4320453,Sério,LAJEADO - R29 R30,20,-29.3847921,-52.254972,2020-06-05,0,0,0,NA,0,23,Hospital Sao Jose Serio
2252066,4320453,Sério,LAJEADO - R29 R30,20,-29.3847921,-52.254972,2020-06-06,0,0,0,NA,0,23,Hospital Sao Jose Serio
2252066,4320453,Sério,LAJEADO - R29 R30,20,-29.3847921,-52.254972,2020-06-07,0,0,0,NA,0,24,Hospital Sao Jose Serio
2252066,4320453,Sério,LAJEADO - R29 R30,20,-29.3847921,-52.254972,2020-06-08,0,0,0,NA,0,24,Hospital Sao Jose Serio
2252066,4320453,Sério,LAJEADO - R29 R30,20,-29.3847921,-52.254972,2020-06-09,0,0,0,NA,0,24,Hospital Sao Jose Serio
2252066,4320453,Sério,LAJEADO - R29 R30,20,-29.3847921,-52.254972,2020-06-10,0,0,0,NA,0,24,Hospital Sao Jose Serio
2252066,4320453,Sério,LAJEADO - R29 R30,20,-29.3847921,-52.254972,2020-06-11,0,0,0,NA,0,24,Hospital Sao Jose Serio
2252066,4320453,Sério,LAJEADO - R29 R30,20,-29.3847921,-52.254972,2020-06-12,0,0,0,NA,0,24,Hospital Sao Jose Serio
2252066,4320453,Sério,LAJEADO - R29 R30,20,-29.3847921,-52.254972,2020-06-13,0,0,0,NA,0,24,Hospital Sao Jose Serio
2252066,4320453,Sério,LAJEADO - R29 R30,20,-29.3847921,-52.254972,2020-06-14,0,0,0,NA,0,25,Hospital Sao Jose Serio
2252066,4320453,Sério,LAJEADO - R29 R30,20,-29.3847921,-52.254972,2020-06-15,0,0,0,NA,0,25,Hospital Sao Jose Serio
2252066,4320453,Sério,LAJEADO - R29 R30,20,-29.3847921,-52.254972,2020-06-16,0,0,0,NA,0,25,Hospital Sao Jose Serio
2252066,4320453,Sério,LAJEADO - R29 R30,20,-29.3847921,-52.254972,2020-06-17,0,0,0,NA,0,25,Hospital Sao Jose Serio
